index,p_die
0,0.00562858002821709
1,0.00460690971830724
2,0.00358418968974972
3,0.0025604188640076
4,0.00153559616143584
5,0.000509720501279842
6,0.000469854651292234
7,0.000429987211208016
8,0.000390118180964016
9,0.000350247560496508
10,0.00031037534974232
11,0.000331645108135881
12,0.000352914413986327
13,0.000374183267303208
14,0.000395451668096403
15,0.00041671961637535
16,0.000479773669327055
17,0.00054282374480763
18,0.000605869843068096
19,0.000668911964359253
20,0.0007319501089319
21,0.000821518664399501
22,0.000911079191464603
23,0.00100063169084674
24,0.00109017616326557
25,0.00117971260944061
26,0.00127681511064226
27,0.00137390817181171
28,0.00147099179386656
29,0.00156806597772463
30,0.0016651307243033
31,0.00175891967232178
32,0.00185269980930203
33,0.00194647113607183
34,0.00204023365345862
35,0.0021339873622902
36,0.00222478678429916
37,0.00231557794414172
38,0.00240636084256984
39,0.00249713548033492
40,0.00258790185818891
41,0.0026870468202338
42,0.00278618192705082
43,0.00288530717961955
44,0.00298442257891962
45,0.00308352812593049
46,0.00321418338441526
47,0.00334482151930249
48,0.00347544253283616
49,0.00360604642726026
50,0.00373663320481854
51,0.00393756176996507
52,0.00413844981140099
53,0.00433929733729943
54,0.00454010435583141
55,0.00474087087516661
56,0.00507417480769579
57,0.00540736711953427
58,0.00574044784806282
59,0.0060734170306499
60,0.00640627470465105
61,0.00696940571940785
62,0.00753221757299072
63,0.00809471044628796
64,0.00865688452008562
65,0.00921873997506684
66,0.0101587072026984
67,0.0110977826710439
68,0.0120359672261272
69,0.0129732617131695
70,0.0139096669765899
71,0.015430393615504
72,0.0169487750235271
73,0.0184648148174222
74,0.0199785166083749
75,0.0214898840020012
76,0.023829523192019
77,0.0261635682533201
78,0.0284920325615893
79,0.0308149294605296
80,0.033132272261939
81,0.0364740243969943
82,0.0398042265474843
83,0.0431229186332288
84,0.0464301404360742
85,0.0497259316003703
86,0.0540324346097267
87,0.0583194211776834
88,0.0625869797498967
89,0.0668351983712
90,0.0710641646874205
91,0.0759380243018278
92,0.0807863121742074
93,0.0856091624721476
94,0.0904067086592978
95,0.0951790834990621
96,0.0999485631684283
97,0.104692902021638
98,0.109412232580618
99,0.114106686668747
100,0.11877639541454
101,0.122825565143272
102,0.126856129179412
103,0.130868173015004
104,0.13486178174926
105,0.138837040090369
106,0.141882141777239
107,0.14491647588037
108,0.147940080474308
109,0.150952993498963
110,0.15395525276009
111,0.572710972288062
